onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
3.832	435.695	BlockDesign														1.0	1.0	20.0	50.0	0.0
3.832	14.195	trials	1.0	13.119631	15.153056	16.353787	16.413035999999998	12.311855999999999	15.543568	17.092	18.027	2.0	1.0	1.0	1.0					
20.123	28.374	trials	1.0	43.850072999999995	45.776467	47.328706	48.522015999999994	43.206537999999995	46.511691			2.0	1.0	0.0	3.0					
50.677	6.645000000000003	trials	1.0	52.836483	53.991333	56.264245	57.347598000000005	52.06446	55.243854999999996			2.0	2.0	0.0	3.0					
60.574	21.963000000000008	trials	1.0	77.749709	79.06316	80.843183	81.059435	76.770845	80.032444	81.582	82.537	2.0	1.0	1.0	1.0					
85.553	51.33699999999999	trials	1.0	133.784985	135.449632	136.528046	136.826247	133.192936	135.737249			2.0	1.0	0.0	3.0					
138.942	6.385999999999996	trials	1.0	141.539866	143.357143	144.884415	145.33891599999998	140.773892	144.089162			2.0	1.0	0.0	3.0					
149.257	15.900000000000006	trials	1.0	155.32998899999998	156.456798	163.381158	163.779126	154.364533	162.483846	164.022	165.157	2.0	1.0	1.0	1.0					
167.177	17.77000000000001	trials	1.0	177.765724	179.147092	182.951512	183.150589	177.0196	182.004331	183.657	184.947	2.0	1.0	1.0	1.0					
187.018	35.0	trials	1.0	218.455261	220.442198	221.7192	221.974885	217.77311699999998	221.026027			2.0	1.0	0.0	3.0					
224.078	5.834000000000003	trials	1.0	226.257379	227.415601	229.307021	229.936207	225.641962	228.385387			2.0	2.0	0.0	3.0					
232.722	25.545999999999964	trials	1.0	253.226905	255.16306899999998	256.551397	256.80230400000005	252.408231	255.81306399999997	257.357	258.268	2.0	1.0	1.0	1.0					
262.344	19.99799999999999	trials	1.0	276.60086	278.59956400000004	280.323751	280.73476200000005	275.810328	279.41616600000003	280.912	282.342	2.0	1.0	1.0	1.0					
284.358	13.72399999999999	trials	1.0	293.17627600000003	294.913136	297.38258	298.106513	292.57378200000005	296.127967			2.0	1.0	0.0	3.0					
299.75	22.451999999999998	trials	1.0	317.020934	318.97793800000005	320.366372	320.71479400000004	316.17195000000004	319.59488200000004	320.978	322.202	2.0	1.0	1.0	1.0					
326.25	15.432999999999993	trials	1.0	337.181641	338.79470100000003	341.330528	341.64799600000003	336.32059300000003	340.40251600000005			2.0	1.0	0.0	3.0					
344.722	13.795999999999992	trials	1.0	353.276314	354.361413	357.849913	358.544573	352.746437	356.867898			2.0	2.0	0.0	3.0					
360.143	6.969000000000051	trials	1.0	362.955637	364.54949200000004	366.30918	367.138138	362.32982200000004	365.553871			2.0	1.0	0.0	3.0					
369.672	6.414999999999964	trials	1.0	371.596315	373.18333800000005	375.326591	375.62036400000005	370.493955	374.644069			2.0	1.0	0.0	3.0					
379.642	51.84500000000003	trials	1.0	428.056458	429.808216	430.790629	431.06180500000005	427.37118100000004	429.86049			2.0	2.0	0.0	3.0					
433.158	6.368999999999971	trials	1.0	434.775183	435.981832	437.816305	438.05785000000003	434.219689	437.046397	438.518	439.527	2.0	1.0	1.0	1.0					
443.594	643.953	BlockDesign														1.0	21.0	50.0	0.0	50.0
443.594	16.22800000000001	trials	2.0	453.798154	454.94604000000004	457.704489	458.19512100000003	453.195492	456.502243	458.362	459.822	3.0	2.0	1.0	1.0					
461.872	17.36500000000001	trials	2.0	473.26180300000004	474.76358500000003	476.928042	477.54757500000005	472.37931000000003	475.76218800000004	477.792	479.237	3.0	2.0	1.0	1.0					
481.298	15.555000000000007	trials	2.0	492.166509	494.097927	495.802631	496.88171500000004	491.37116100000003	494.433381			3.0	2.0	0.0	3.0					
499.112	7.769999999999982	trials	2.0	502.331542	503.50383600000004	506.458909	506.90814400000005	501.402286	505.64088000000004			3.0	1.0	0.0	3.0					
508.817	10.819999999999936	trials	2.0	513.736626	515.078155	517.563792	518.021395	512.973066	516.207634	518.247	519.637	3.0	2.0	1.0	1.0					
523.653	23.06899999999996	trials	2.0	541.911349	543.908631	545.5020020000001	545.519178	541.064176	544.511217			3.0	2.0	0.0	3.0					
548.962	8.259999999999991	trials	2.0	553.141939	554.238427	556.5263630000001	557.246631	552.627455	555.7470890000001			3.0	1.0	0.0	3.0					
558.837	28.79499999999996	trials	2.0	581.508297	583.468564	585.397693	586.070341	580.606792	584.163122	586.122	587.632	3.0	2.0	1.0	1.0					
591.677	22.80099999999993	trials	2.0	608.876476	610.3108090000001	613.80598	614.453484	608.253265	612.3262			3.0	2.0	0.0	3.0					
616.534	9.524000000000001	trials	2.0	622.541633	623.9291400000001	625.693498	626.0878250000001	621.8818630000001	624.96394			3.0	1.0	0.0	3.0					
629.085	6.432999999999993	trials	2.0	631.7771680000001	633.773647	634.7525860000001	635.545783	630.7951	634.007752			3.0	2.0	0.0	3.0					
637.097	23.095000000000027	trials	2.0	652.883494	654.5212270000001	657.8944670000001	658.307415	652.075811	656.0701270000001	658.527	660.192	3.0	2.0	1.0	1.0					
664.265	14.572000000000003	trials	2.0	673.3171980000001	674.92684	677.7746960000001	678.8623620000001	672.3338140000001	675.819371			3.0	2.0	0.0	3.0					
680.177	11.204999999999927	trials	2.0	686.15074	687.198721	690.691204	691.411226	685.1586590000001	689.8781220000001			3.0	1.0	0.0	3.0					
693.052	34.54399999999998	trials	2.0	721.467577	723.189346	727.151646	727.582531	720.587569	726.247251			3.0	1.0	0.0	3.0					
730.518	17.858999999999924	trials	2.0	743.412381	745.273984	746.258489	746.703076	742.7441680000001	745.598881	746.882	748.377	3.0	2.0	1.0	1.0					
750.472	25.17100000000005	trials	2.0	771.3077000000001	773.375796	774.440596	774.504487	770.635701	773.525538			3.0	2.0	0.0	3.0					
778.808	15.524000000000001	trials	2.0	787.263141	789.133584	792.130294	792.611314	786.447634	790.116177	792.787	794.332	3.0	2.0	1.0	1.0					
797.421	20.767999999999915	trials	2.0	812.517685	814.314661	817.45483	818.210788	811.927377	815.408079			3.0	2.0	0.0	3.0					
820.107	15.670000000000073	trials	2.0	828.898236	830.538948	833.744756	834.14166	828.167553	831.719269	834.342	835.777	3.0	2.0	1.0	1.0					
838.793	28.100000000000023	trials	2.0	862.089252	864.1119170000001	865.5324820000001	866.918778	861.275965	864.470536			3.0	2.0	0.0	3.0					
867.954	9.943000000000097	trials	2.0	872.3327320000001	873.6148450000001	875.988867	876.2650990000001	871.609267	874.396557	876.732	877.897	3.0	2.0	1.0	1.0					
881.942	24.164999999999964	trials	2.0	900.892978	902.646076	905.291829	906.137373	900.02734	903.373296			3.0	2.0	0.0	3.0					
907.612	29.014999999999986	trials	2.0	932.553229	933.794517	935.9025790000001	936.654027	931.8855510000001	935.089753			3.0	1.0	0.0	3.0					
938.267	11.409999999999968	trials	2.0	944.2784280000001	945.6292970000001	949.034263	949.706958	943.360039	947.059567			3.0	2.0	0.0	3.0					
953.403	7.543999999999983	trials	2.0	955.523008	957.024262	960.338127	960.9773650000001	954.968053	959.4644420000001			3.0	1.0	0.0	3.0					
962.786	14.272000000000048	trials	2.0	970.377969	972.4094690000001	975.012934	975.4353590000001	969.3774950000001	973.083628	975.802	977.058	3.0	2.0	1.0	1.0					
980.152	67.17499999999995	trials	2.0	1042.247925	1044.205324	1045.3621329999999	1045.5609729999999	1041.354913	1044.496755	1046.143	1047.327	3.0	2.0	1.0	1.0					
1051.343	15.543999999999869	trials	2.0	1062.078237	1063.794829	1066.148103	1066.917366	1061.19994	1064.260675			3.0	2.0	0.0	3.0					
1068.502	19.045000000000073	trials	2.0	1080.6751259999999	1082.231351	1085.2867119999999	1085.649804	1079.9155289999999	1083.323842	1085.947	1087.547	3.0	2.0	1.0	1.0					
1089.644	813.8879999999999	BlockDesign														1.0	51.0	90.0	50.0	50.0
1089.644	16.442999999999984	trials	3.0	1099.583193	1100.867284	1103.808423	1104.363361	1098.9109409999999	1101.3505349999998	1104.547	1106.087	3.0	2.0	1.0	1.0					
1108.152	16.299999999999955	trials	3.0	1117.510059	1118.765649	1123.5563559999998	1124.4800799999998	1116.7715919999998	1120.1838579999999			3.0	2.0	0.0	3.0					
1127.862	10.204999999999927	trials	3.0	1132.753194	1134.694792	1137.2808249999998	1138.09692	1132.123699	1136.3583489999999			3.0	1.0	0.0	3.0					
1140.625	7.287000000000035	trials	3.0	1142.35397	1144.2550179999998	1145.692617	1147.938715	1141.6485599999999	1144.686988			3.0	2.0	0.0	3.0					
1150.072	10.835000000000036	trials	3.0	1155.734215	1157.86303	1160.145372	1160.9351159999999	1155.1481319999998	1159.0547139999999			2.0	1.0	0.0	3.0					
1163.518	27.858999999999924	trials	3.0	1187.1352419999998	1188.5346729999999	1189.844056	1190.052856	1186.157949	1189.0220459999998	1190.603	1191.377	2.0	1.0	1.0	1.0					
1194.537	36.04500000000007	trials	3.0	1226.6987219999999	1228.600767	1229.8121079999999	1230.6114189999998	1225.9140869999999	1229.0190269999998			2.0	1.0	0.0	3.0					
1232.112	6.8599999999999	trials	3.0	1233.8589129999998	1234.968858	1237.551415	1237.646544	1232.740932	1236.470754			2.0	2.0	0.0	3.0					
