onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
4.47	528.904	BlockDesign														1.0	1.0	22.0	50.0	0.0
4.47	21.764000000000003	trials	1.0	23.051493999999987	24.30786199999999	25.466878999999988	25.90162699999999	22.050370999999988	24.68055699999999			2.0	1.0	0.0	3.0					
28.953	36.161	trials	1.0	62.00643199999999	63.86695699999999	64.652569	65.13712399999999	61.48678999999999	64.00593999999998			2.0	1.0	0.0	3.0					
67.024	22.116	trials	1.0	83.74096999999999	85.755637	86.880586	87.33617299999999	83.10054499999998	86.113678	87.659	89.14	2.0	1.0	1.0	1.0					
91.16	15.254000000000005	trials	1.0	101.29267399999999	102.53123	103.83173199999999	104.24353099999999	100.731676	103.05868	104.569	106.414	2.0	1.0	1.0	1.0					
110.505	13.659000000000006	trials	1.0	120.64158499999999	122.062693	122.99641599999998	123.37382199999999	120.093685	122.253548			2.0	1.0	1.0	1.0					
126.614	39.08500000000001	trials	1.0	161.36609199999998	163.20768599999997	165.34715	165.72499699999997	160.617476	163.203128			2.0		0.0	2.0					
167.36	15.008999999999986	trials	1.0	177.706028	178.983026	180.05904499999997	180.482456	176.76394999999997	179.29109799999998	180.754	182.369	2.0	1.0	1.0	1.0					
185.385	11.230000000000018	trials	1.0	194.011936	195.03768099999996	196.18557799999996	196.60437100000001	193.479374	195.35767899999996			2.0	1.0	0.0	3.0					
200.609	24.58499999999998	trials	1.0	221.35653200000002	223.008485	224.80276099999998	225.173479	220.402495	223.30312599999996			2.0	1.0	0.0	3.0					
227.274	18.78	trials	1.0	240.90153199999997	242.379211	243.696848	244.10405500000002	240.37987900000002	242.81275899999997	244.305	246.054	2.0	1.0	1.0	1.0					
248.145	42.69399999999999	trials	1.0	286.24159	287.33392699999996	288.283435	288.69428899999997	285.48139999999995	287.56447	288.894	290.839	2.0	1.0	1.0	1.0					
293.854	17.810000000000002	trials	1.0	308.276612	310.162892	311.25148399999995	311.681672	307.49116399999997	310.452091			2.0	1.0	0.0	3.0					
315.67	15.19399999999996	trials	1.0	325.97687099999996	327.243616	328.412401	328.79443499999996	325.10857999999996	327.544241	329.14	330.864	2.0	1.0	1.0	1.0					
332.885	24.079000000000008	trials	1.0	351.922261	353.58052799999996	354.58464399999997	354.970469	351.03117799999995	353.81980799999997	355.254	356.964	2.0	1.0	1.0	1.0					
360.056	21.10300000000001	trials	1.0	377.882302	379.175011			377.150467	379.157947			2.0		0.0	2.0					
383.169	15.435000000000002	trials	1.0	395.49150199999997	396.63769399999995	397.961413	398.63156	394.93863699999997	397.25870299999997			2.0	2.0	0.0	3.0					
402.412	24.317000000000007	trials	1.0	421.767725	423.117572	424.243315	424.697321	421.177663	423.427822	424.914	426.729	2.0	1.0	1.0	1.0					
428.749	19.674999999999955	trials	1.0	442.878658	444.561019	445.58732599999996	446.013875	442.230097	444.80031199999996	446.259	448.424	2.0	1.0	1.0	1.0					
451.444	20.17500000000001	trials	1.0	468.86193499999996	470.31364299999996	471.22823999999997	471.60481699999997	468.18456199999997	470.363615			2.0	1.0	0.0	3.0					
473.646	18.49399999999997	trials	1.0	488.991769	490.35338299999995	491.47257499999995	492.16565599999996	487.990232	490.625033			2.0	1.0	0.0	3.0					
494.929	16.649	trials	1.0	508.602313	509.913533	511.114147	511.576285	507.973727	510.32676499999997			2.0	2.0	0.0	3.0					
513.579	19.795000000000073	trials	1.0	528.286812	530.235011	531.1293790000001	531.316357	527.480827	530.39809	531.714	533.374	2.0	1.0	1.0	1.0					
536.395	740.864	BlockDesign														1.0	23.0	48.0	0.0	50.0
536.395	23.07400000000007	trials	2.0	556.96364	558.151156	559.126078	559.398458	556.29812	558.1874250000001			3.0	1.0	0.0	3.0					
561.509	60.63099999999997	trials	2.0	619.317128	620.154474	621.17303	621.297643	618.63134	620.145155			3.0		0.0	2.0					
626.196	10.56899999999996	trials	2.0	633.878633	635.453791	636.358298	636.7897	633.3439440000001	635.6656830000001			3.0	1.0	0.0	3.0					
