onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
3.771	517.094	BlockDesign														1.0	1.0	25.0	50.0	0.0
3.771	15.369	trials	1.0	15.587777999999997	17.144149			14.608788999999996	17.139029999999998			2.0		0.0	2.0					
21.22	14.801000000000002	trials	1.0	33.392336	34.715947	35.45274	36.037158	32.836620999999994	35.11062999999999			2.0	1.0	0.0	3.0					
39.865	20.735	trials	1.0	56.532056999999995	58.364016	59.04006	59.255357	55.7029	58.682218	59.785	60.6	2.0	1.0	1.0	1.0					
63.676	13.358999999999995	trials	1.0	73.03891200000001	74.58440199999998	75.298078	75.46854099999999	72.042201	74.94557499999999	75.99	77.035	2.0	1.0	1.0	1.0					
81.055	13.404999999999987	trials	1.0	91.93258499999999	93.17920799999999	94.09531899999999	94.29732099999998	91.41626299999999	93.724445			2.0	1.0	0.0	3.0					
97.543	14.956999999999994	trials	1.0	108.517608	110.274066	110.882418	111.06489299999998	107.63488799999999	110.54197500000001	111.795	112.5	2.0	1.0	1.0	1.0					
114.59	17.055999999999983	trials	1.0	129.262809	130.62373	131.33538000000001	131.642917	128.357401	130.85853600000002			2.0	2.0	0.0	3.0					
133.722	22.258999999999986	trials	1.0	152.562724	153.988795			151.585665	153.977341			2.0		0.0	2.0					
158.06	17.045999999999992	trials	1.0	171.008019	172.514611	173.545549	173.71593000000001	170.469259	173.13882	174.345	175.106	2.0	1.0	1.0	1.0					
179.16	51.68000000000001	trials	1.0	226.53946200000001	228.360144	229.114992	229.306992	225.888267	228.73233100000002	229.75	230.84	2.0	1.0	1.0	1.0					
233.823	16.811999999999983	trials	1.0	248.183106	249.594572	250.327674	250.51222	247.662654	249.93590700000001			2.0	1.0	0.0	3.0					
252.646	22.224000000000018	trials	1.0	271.69285499999995	272.876406	273.61958899999996	273.860869	270.71061899999995	272.86844499999995			2.0		0.0	2.0					
276.877	13.437999999999988	trials	1.0	287.469253	288.998973	289.853613	290.329972	286.849135	289.463214			2.0	1.0	0.0	3.0					
294.189	8.380999999999972	trials	1.0	298.743093	300.287763	301.06077999999997	301.234599	298.220625	300.665829	301.64	302.57	2.0	1.0	1.0	1.0					
304.736	18.13900000000001	trials	1.0	320.579733	321.869487	322.48864199999997	322.70876799999996	319.68994599999996	322.15466499999997			2.0	1.0	0.0	3.0					
325.9	15.715000000000032	trials	1.0	337.65329299999996	339.019947	339.722646	339.950625	336.84308799999997	339.378207	340.436	341.615	2.0	1.0	1.0	1.0					
345.39	17.335000000000036	trials	1.0	358.69818699999996	360.365931	361.03083	361.223329	358.089207	360.68352999999996	361.78	362.725	2.0	1.0	1.0	1.0					
364.866	18.399	trials	1.0	381.124759	382.333012	382.962567	383.16011499999996	380.608048	382.59130799999997			2.0	1.0	0.0	3.0					
385.299	17.446000000000026	trials	1.0	398.71856699999995	400.51516	401.19381599999997	401.38807099999997	397.846881	400.819444	390.17	402.745	2.0	1.0	1.0	1.0					
405.765	16.25	trials	1.0	419.033106	419.96561499999996			418.160509	419.961613			2.0		0.0	2.0					
426.055	12.639999999999986	trials	1.0	435.903103	437.42538399999995	438.32301099999995	438.60623499999997	435.066531	437.83860999999996			2.0	2.0	0.0	3.0					
441.702	14.867999999999995	trials	1.0	451.55411999999995	453.325069			450.69008499999995	453.31965199999996			2.0		0.0	2.0					
457.395	23.45500000000004	trials	1.0	476.91893699999997	478.571536	479.342088	479.49341799999996	476.04029199999997	478.96149099999997	480.135	480.85	2.0	1.0	1.0	1.0					
482.905	18.390000000000043	trials	1.0	497.53349499999996	499.04812599999997	499.67729299999996	499.899483	496.82001099999997	499.27584099999996	500.39	501.295	2.0	1.0	1.0	1.0					
503.396	17.468999999999994	trials	1.0	517.573249	519.075504	519.743884	519.894028	516.9260350000001	519.3876290000001			2.0	1.0	1.0	1.0					
525.32	1101.7939999999999	BlockDesign														1.0	26.0	77.0	0.0	50.0
525.32	17.75999999999999	trials	2.0	540.228642	541.8806890000001	542.7696070000001	542.9856560000001	539.688793	541.9581830000001			3.0	1.0	0.0	3.0					
