onset	duration	nwb_table	block	tone_on_time	tone_off_time	action_on_time	action_off_time	pokeC_on_time	pokeC_off_time	reward_on_time	reward_off_time	state	action	reward	result	FinishedBlock	FirstTrial	LastTrial	RewardRule_L	RewardRule_R
3.613	411.46	BlockDesign														1.0	1.0	21.0	50.0	0.0
3.613	6.41	trials	1.0	6.714680999999999	8.428391999999999	9.623587999999998	9.876466999999998	5.945654999999999	8.981552999999998			2.0	2.0	0.0	3.0					
12.102	23.965999999999998	trials	1.0	33.349549999999994	34.704893	35.675522	36.021178	32.716656	35.047439			2.0	1.0	0.0	3.0					
38.114	22.134	trials	1.0	56.484422	58.264901			55.78892	58.255473			2.0		0.0	2.0					
64.258	15.370000000000005	trials	1.0	75.104483	76.335323	77.728869	77.959034	74.298353	77.114368	78.343	79.628	2.0	1.0	1.0	1.0					
83.723	13.013999999999996	trials	1.0	94.085877	95.205861	96.362972	96.754388	93.114537	95.563394			2.0	1.0	0.0	3.0					
98.693	26.241	trials	1.0	120.890195	122.363066	123.648308	124.073384	120.267084	123.103784			2.0	2.0	0.0	3.0					
125.978	53.411000000000016	trials	1.0	174.484991	176.398206	177.653234	177.850047	173.682365	176.821461	178.398	179.389	2.0	1.0	1.0	1.0					
182.408	9.455000000000013	trials	1.0	187.725045	189.546116	190.790825	190.999935	187.202526	190.059456			2.0	1.0	1.0	1.0					
196.449	13.143999999999977	trials	1.0	206.14506	207.26751	209.203844	209.408051	205.451111	208.575815			2.0	1.0	0.0	3.0					
211.648	15.305000000000007	trials	1.0	221.975205	223.993559	225.300003	225.464573	221.044868	224.549204	225.991	226.953	2.0	1.0	1.0	1.0					
230.051	17.420000000000016	trials	1.0	244.704711	246.02224999999999	247.131486	247.315437	244.093746	246.542181			2.0	1.0	0.0	3.0					
249.483	9.58499999999998	trials	1.0	254.454738	255.516905	257.390351	257.595687	253.92257	256.655322	258.188	259.068	2.0	1.0	1.0	1.0					
262.148	21.379999999999995	trials	1.0	279.510536	280.793069	281.904041	282.074111	278.566631	281.327381	282.653	283.528	2.0	1.0	1.0	1.0					
285.568	16.725000000000023	trials	1.0	299.126841	301.004543	301.905905	302.079963	298.22803	301.297457			2.0	1.0	0.0	3.0					
306.374	17.435000000000002	trials	1.0	320.300975	322.007547	323.433554	323.691537	319.370442	322.53825			2.0	2.0	0.0	3.0					
325.815	21.023000000000025	trials	1.0	343.84568	345.342554	346.505699	346.72177	342.844481	345.916905			2.0	1.0	0.0	3.0					
349.918	8.855000000000018	trials	1.0	354.586788	356.40378	357.202204	357.548592	353.752247	356.659833			2.0	1.0	0.0	3.0					
361.614	6.189000000000021	trials	1.0	363.49517	364.887461	366.612236	366.97114	358.800007	365.936418			2.0	2.0	0.0	3.0					
369.003	11.971000000000004	trials	1.0	376.640743	378.467546	379.368693	379.52957	376.047807	378.741078	380.143	380.974	2.0	1.0	1.0	1.0					
383.063	20.704999999999984	trials	1.0	398.24046	399.487062	401.987549	402.201359	397.729304	400.692303	402.678	403.768	2.0	1.0	1.0	1.0					
407.803	7.269999999999982	trials	1.0	412.455471	413.913301	414.934043	415.099071	411.912177	414.320037			2.0	1.0	0.0	3.0					
419.399	335.429	BlockDesign														1.0	22.0	41.0	0.0	50.0
419.399	29.303999999999974	trials	2.0	444.417426	446.192347	446.912612	447.25814	443.665257	446.404268	447.618	448.703	3.0	2.0	1.0	1.0					
450.728	11.70999999999998	trials	2.0	458.65059	460.642575	462.06531	462.464106	458.092529	461.145735			3.0	2.0	0.0	3.0					
465.318	15.455000000000041	trials	2.0	475.820587	477.42798	479.144638	479.40274	475.162002	478.313006	479.889	480.773	3.0	2.0	1.0	1.0					
482.803	11.211000000000013	trials	2.0	489.825758	491.719478	492.926529	493.242201	489.260724	492.171024			3.0	2.0	0.0	3.0					
497.414	11.093999999999994	trials	2.0	503.950974	505.512806	506.870015	507.022869	503.153418	506.337766	507.648	508.508	3.0	2.0	1.0	1.0					
